step,eval_reward,eval_avg_taxi,reward_std,taxi_std,epsilon,loss,frac_A,frac_B,frac_C
20000,-618.671670924054,11.849238641509842,54.02231771920457,0.06725791175014972,0.97625,0.4326552152633667,0.5095500000000002,0.06355,0.42690000000000006
30000,-623.231080898574,11.844285001220086,50.44168609365344,0.06852826439563084,0.964375,0.6104580163955688,0.5098,0.031249999999999986,0.45894999999999997
40000,-637.5641177193288,12.138005454564881,58.450254398535556,0.09470839937102102,0.9525,1.4073374271392822,0.5424000000000001,0.12699999999999997,0.33059999999999995
50000,-624.3306273107088,12.082497429301533,52.81932368644026,0.13123864056094411,0.940625,1.4734160900115967,0.37925000000000003,0.20754999999999998,0.4132000000000001
60000,-644.7560451195957,12.213924932832299,57.26150601919762,0.06367274615413546,0.92875,0.5578902959823608,0.5571499999999999,0.0621,0.38075000000000014
70000,-620.109570475811,11.76129755946384,48.40695446557201,0.0746034743893996,0.916875,1.9213005304336548,0.5003,5e-05,0.49965000000000004
80000,-626.6793014784618,11.7426460598067,49.029797185574175,0.07565061796064167,0.905,0.6524434685707092,0.5006,0.12050000000000001,0.37890000000000007
90000,-608.6352153541997,11.725349459604566,57.424442803824654,0.07686670532255063,0.893125,0.47698140144348145,0.4952,0.41035,0.09445
100000,-617.6474146992576,11.74360372101052,51.31583962479647,0.05832111670382823,0.88125,2.5868282318115234,0.50095,0.0146,0.48445
110000,-615.6267161815412,11.765715740640779,51.39959801452732,0.08185655010246717,0.869375,0.5535935163497925,0.5024500000000001,0.03875000000000001,0.45880000000000004
120000,-628.568114687885,11.822986204559411,52.38450623730756,0.08594289316423705,0.8575,0.563614010810852,0.5069499999999999,0.0,0.49305
130000,-628.0773080816896,11.753805932450332,55.05700189655154,0.060755385702780634,0.8456250000000001,0.5081631541252136,0.5005999999999998,0.05680000000000005,0.4426
140000,-619.9165060667808,11.827050001001338,50.78727070386035,0.09461439468710826,0.83375,0.4557192325592041,0.4744,0.025549999999999996,0.50005
150000,-607.0147262172881,11.741066556791349,62.7469387395976,0.067218493004316,0.821875,0.5221205949783325,0.50055,0.12455000000000004,0.3749
160000,-623.6913156527796,11.808277257004658,54.90023624129682,0.13020938246679248,0.81,0.4638526737689972,0.45969999999999994,0.32739999999999997,0.21289999999999998
170000,-629.9654687066807,11.762545964830018,44.65478665141027,0.1460232385172421,0.798125,1.2633626461029053,0.4757999999999998,0.39535000000000003,0.12885
180000,-618.9583647758308,11.711776048462303,58.48622011771061,0.09161473934070484,0.78625,1.4636965990066528,0.4911999999999999,0.3911999999999999,0.11760000000000001
190000,-630.3389790028815,11.75753065067912,53.43710362868652,0.05897243781849299,0.774375,1.7787482738494873,0.49749999999999994,0.17459999999999998,0.3279000000000001
200000,-618.2016360451826,11.705154830326371,48.32519527896376,0.0635890471115271,0.7625,0.5900155305862427,0.5007499999999999,0.46915000000000007,0.0301
210000,-627.2526816600575,11.756104303137183,55.4472597103219,0.07711894125205632,0.750625,0.5104246139526367,0.4999500000000001,5e-05,0.49999999999999994
220000,-617.7432075650657,11.760611956344988,50.21321534089752,0.06470677663620575,0.73875,0.6447828412055969,0.4996000000000001,0.04719999999999999,0.4531999999999999
230000,-628.2811579543425,11.794158153713756,59.107883387747904,0.0846048143971079,0.726875,0.6165072321891785,0.49175000000000013,0.008300000000000004,0.49995000000000017
240000,-668.4930079172374,13.038062947065734,48.09061590961215,0.10426112712916204,0.7150000000000001,0.5379562377929688,0.08449999999999999,0.06815,0.8473500000000003
250000,-622.2097482849002,11.74774407719252,62.37589069409417,0.07812824546379779,0.703125,0.7157345414161682,0.5025499999999998,0.19979999999999998,0.29765
260000,-612.7958027451472,11.688979752296698,55.4019137051868,0.07824585713268276,0.69125,1.7413837909698486,0.50095,0.4117499999999999,0.08730000000000002
270000,-630.3868691069267,11.79768418526695,62.07097969557091,0.07970127352313368,0.6793750000000001,0.9102426767349243,0.5079000000000001,0.03314999999999999,0.4589499999999998
280000,-637.452864499306,12.162834770110543,51.61533723172208,0.10677977038347293,0.6675,0.7363920211791992,0.37255000000000005,0.0,0.6274500000000001
290000,-609.2092733901211,11.749949436654745,50.11243519950539,0.05343960926568983,0.655625,0.8339816331863403,0.5003500000000001,0.0,0.49964999999999987
300000,-637.3775338280686,11.818539988127597,51.56355567758666,0.06563599270667682,0.64375,1.9130109548568726,0.5104000000000001,0.0017,0.4879
310000,-615.0964404731652,11.72655588207824,48.08365980564116,0.0698601757143245,0.631875,0.7053298950195312,0.49805,0.17609999999999995,0.3258499999999999
320000,-620.1587679054733,11.726896503665701,49.72068132418983,0.07407321392325068,0.62,0.6156839728355408,0.4998500000000001,0.18549999999999994,0.31465
330000,-614.7006474343793,11.79995768086763,56.661548994298634,0.08455730441662591,0.608125,2.041177749633789,0.5075000000000002,0.40855,0.08395000000000001
340000,-614.2466452287488,11.748323913479545,51.60076208591052,0.07291374186095,0.59625,0.5338131189346313,0.49959999999999993,0.0003,0.5001000000000001
350000,-612.5899614779875,11.727318865757232,55.93305647480512,0.07681702463820562,0.5843750000000001,0.6214524507522583,0.5013500000000001,0.27790000000000004,0.22075000000000003
360000,-616.5028820082489,11.757094454635826,50.1615961238953,0.0674770344761967,0.5725,0.8512370586395264,0.5003500000000001,0.0032500000000000003,0.49639999999999984
370000,-617.6997047624212,11.77383610693206,56.61886999750359,0.08818219735388076,0.5606249999999999,0.7417527437210083,0.49125,0.007550000000000004,0.5011999999999999
380000,-623.9045347205783,11.843421522650255,50.76572684248982,0.11397735001774313,0.5487500000000001,0.9035545587539673,0.4702499999999999,0.0,0.5297500000000002
390000,-618.3064643036608,11.743391231216153,59.95760748871646,0.051797771443498106,0.536875,2.034062623977661,0.5015500000000003,0.0,0.4984499999999997
400000,-616.7648540884636,11.759545368476177,57.65639225419213,0.06990146744000915,0.525,1.9141356945037842,0.49915,0.0,0.5008499999999999
410000,-619.0974129549568,11.742357096085216,57.191999893654796,0.06169052419390363,0.513125,1.8518346548080444,0.50105,0.0,0.49895
420000,-617.6399119586428,11.768368361322146,52.08279564928105,0.08085951800266672,0.50125,0.6243383884429932,0.4941500000000001,0.0,0.5058499999999999
430000,-619.0283842026029,11.76295585920004,55.89308704265721,0.08357520382092588,0.489375,0.6732236742973328,0.4946500000000002,0.0,0.5053499999999997
440000,-619.0710548646309,11.760752047823495,46.31535007931872,0.06770452949776805,0.47750000000000004,0.6592792868614197,0.49924999999999997,0.0,0.50075
450000,-627.4827100673347,11.764936450395894,54.37081014683261,0.0692858105826005,0.46562500000000007,1.6012433767318726,0.49829999999999997,0.0,0.5017
460000,-615.3181906503112,11.737033453783297,54.467729049156866,0.0731943955064066,0.4537500000000001,0.6309078931808472,0.5,0.0,0.5
470000,-618.7799120458408,11.76965716586123,57.03738306287212,0.06788681397221508,0.441875,0.6775126457214355,0.49915,0.0,0.50085
480000,-626.3851305951229,11.755821872356593,52.178746127092104,0.06167143053900897,0.43000000000000005,0.511909544467926,0.5003500000000001,0.0,0.49965
490000,-620.5149525200258,11.907259634065927,59.21647204943296,0.15347144823077327,0.41812499999999997,0.6630885601043701,0.4550500000000002,0.0,0.5449499999999998
500000,-607.0687535100993,11.777245704473655,54.33965667397088,0.06681034225396032,0.40625,0.8041713833808899,0.49959999999999993,0.0,0.5004000000000001
510000,-615.9229749099818,11.745182939482158,45.076529212883656,0.0679383936554795,0.39437500000000003,0.7258049249649048,0.4991999999999999,0.0,0.5008
520000,-623.851050889963,11.75973832862286,49.33330874493544,0.08149445011188794,0.38250000000000006,0.5643410682678223,0.50225,0.0,0.4977500000000001
530000,-624.1860555587658,11.709292605432765,62.62245989514951,0.09314781535409176,0.3706250000000001,2.0608749389648438,0.49975,0.5002499999999999,0.0
540000,-618.5147959753533,11.759804971601874,53.08829154243294,0.05591714899197341,0.35875,0.674147367477417,0.5011,0.0,0.49889999999999995
550000,-621.1088838939047,11.702623004782213,54.11560843060712,0.07697602968549333,0.34687500000000004,0.6760956645011902,0.5003,0.4756500000000001,0.02405
560000,-624.8860125017333,11.748824834702452,53.999327512496265,0.06706360690000197,0.3350000000000001,0.6128231287002563,0.5007499999999999,5e-05,0.49920000000000003
570000,-610.1425503837971,11.747664009786394,54.263669449001085,0.0809477497671308,0.323125,3.137599468231201,0.5008,0.3717999999999999,0.1274
580000,-617.0993014429465,11.701251074128438,57.92179730811009,0.07025463676443654,0.31125,0.686355471611023,0.50105,0.49895,0.0
590000,-601.6653526153223,11.71965246688686,54.1227258331381,0.07127648958864044,0.29937499999999995,0.7853895425796509,0.5015499999999999,0.34324999999999994,0.15520000000000003
600000,-624.4273564494076,11.70162563536252,49.783436122599504,0.09096286288199078,0.2875000000000001,0.6521131992340088,0.5007500000000001,0.36665,0.13259999999999994
610000,-612.5753058123572,11.708451733696945,55.21398174555524,0.0830734911591444,0.2756250000000001,0.5909964442253113,0.5000500000000001,0.4999499999999999,0.0
620000,-617.3307775986135,11.760071020795278,50.36029076493759,0.0764358417202996,0.26375000000000004,0.7090356945991516,0.5008500000000001,0.0,0.49915
630000,-611.2971783112912,11.760622216218255,58.43290546508949,0.07733464040052994,0.25187500000000007,0.7837927937507629,0.49985,0.0,0.50015
640000,-614.1209761238642,11.771420696402096,55.72311301101676,0.0714477596366934,0.24,0.527107834815979,0.4999500000000001,0.004100000000000002,0.49595
650000,-627.1928085912122,11.75832832501788,47.46351641194901,0.06543346681955035,0.22812500000000002,0.5518139600753784,0.5038999999999999,0.10335,0.39275000000000004
660000,-618.5908488191061,11.716248205763211,60.75593206427919,0.08236997780447833,0.21625000000000005,1.9672212600708008,0.5002,0.4983999999999999,0.0013999999999999998
670000,-613.4967828085839,11.755004183441576,62.36072492677937,0.06398768893033098,0.20437499999999997,0.5698737502098083,0.49834999999999985,0.0,0.50165
680000,-625.8554781219211,11.765146023165228,47.742589348925215,0.07790149674771864,0.1925,1.6536957025527954,0.49344999999999994,0.0,0.5065500000000001
690000,-615.0766796204083,11.6872332388582,46.1484109042052,0.08034506688442701,0.18062500000000004,0.6392755508422852,0.49954999999999994,0.49214999999999987,0.008300000000000004
700000,-605.623143949038,11.769470248595555,57.40838901884732,0.0661604127058415,0.16875000000000007,1.8942238092422485,0.49584999999999974,0.005650000000000001,0.49849999999999994
710000,-616.8655414051841,11.77813899810085,47.193417017534045,0.06409260071727788,0.1568750000000001,0.601272463798523,0.5035000000000001,0.0008,0.49569999999999986
720000,-625.106028560295,11.769112745862115,46.80855349162736,0.08104717327159439,0.14500000000000002,0.7851307392120361,0.4936499999999999,0.0,0.50635
730000,-621.2997973556658,11.73597866820367,56.89133568566455,0.06817910837157781,0.13312500000000005,1.951324701309204,0.49935,0.23604999999999998,0.26460000000000006
740000,-633.7984159358011,11.76604360950023,55.37669827230975,0.07302770194392662,0.12124999999999997,0.6447293162345886,0.4986,0.01919999999999999,0.4821999999999999
750000,-617.8401809839341,11.735088498785295,51.80319634910451,0.06568982685661384,0.109375,3.1144301891326904,0.4976,0.19535,0.30704999999999993
760000,-628.0392066328357,11.77917193216089,59.04587462849826,0.0732753151980701,0.09750000000000003,0.6306273341178894,0.5045000000000002,0.2977000000000001,0.19780000000000011
770000,-612.404123003947,11.70932663227705,58.39945377612638,0.08660161285652618,0.08562500000000006,1.8849716186523438,0.5002,0.4392499999999999,0.06055
780000,-619.2941770502299,11.74189143847757,56.63504253536742,0.06723032653211422,0.0737500000000001,0.6030452847480774,0.5015000000000002,0.16210000000000002,0.3363999999999999
790000,-610.9768304088234,11.760044417204492,55.10316478057204,0.06931445529930177,0.06187500000000001,1.5720261335372925,0.4965999999999999,0.0033500000000000005,0.50005
800000,-617.2446417548974,11.709236149134085,48.57302053362258,0.08429643838338172,0.050000000000000044,0.7290380001068115,0.5000500000000002,0.49994999999999984,0.0
